trader_id,sentiment,trades,total_pnl,avg_pnl,avg_trade_size,win_rate
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Fear,2594,13945.728288,5.376148144949885,1112.1943600616808,0.30878951426368545
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Greed,7612,82890.125331,10.8894016462165,1401.7100065685759,0.37703625853914874
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Fear,49,-17680.962221,-360.8359636938776,6430.616734693877,0.061224489795918366
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Greed,364,90581.07784700001,248.84911496428575,1500.2201098901098,0.6483516483516484
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Fear,203,8751.751449,43.112076103448274,3006.9406403940884,0.2413793103448276
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Greed,360,59093.868082,164.1496335611111,2963.9354722222224,0.5027777777777778
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Fear,472,14542.702934,30.81081130084746,7364.642097457627,0.3156779661016949
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Greed,10,58.44524,5.844524,1773.02,0.3
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,3744,102710.06749100001,27.433244522168806,1611.3512126068376,0.32398504273504275
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,7532,1639363.095505,217.6530928710834,5502.724389272438,0.32488050982474775
0xb899e522b5715391ae1d4f137653e7906c5e2115,Fear,4524,18470.551893,4.082792195623342,22392.140614500444,0.4500442086648983
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Fear,16917,882790.353636,52.18362319773009,3585.7348016787846,0.46680853579239817
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Greed,5,4.672458,0.9344916,71.23400000000001,0.2
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Fear,1568,274510.251146,175.07031323086736,9304.179292091838,0.4375
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Greed,660,36311.364425,55.017218825757574,2624.8705,0.16818181818181818
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Fear,17980,86752.889088,4.824966022691879,1487.126349833148,0.3869299221357063
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Greed,14061,722210.9813250001,51.36270402709623,2427.2451696180924,0.5276296138254747
